Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
1,0.5883816279640808,0.5079427176919666,0.7509150557167259,0.751836889623946
2,0.5084403395649539,0.4974644249255385,0.7523350866252745,0.7527993926741318
3,0.4918041904577738,0.48421081850418374,0.7596995905972942,0.7593742374535694
4,0.48376199512986157,0.47637982689480723,0.7612822980777052,0.7594420193585121
5,0.4783841894852528,0.46637463195041523,0.7699922728628366,0.768958598812461
6,0.4750855878681099,0.4686497347999304,0.7686908602879375,0.7676029607136079
7,0.4722229460442631,0.46651255933503394,0.7705446953881192,0.7692432828132202
8,0.4703851944970434,0.46546498416538845,0.7710123905322235,0.770232898625383
9,0.467664046966664,0.4607343775727073,0.7738592305398151,0.7716156494862132
10,0.46564031342824264,0.4597127928271766,0.7764179974514004,0.7736219938725158
11,0.4644410028292934,0.4555163905046749,0.7775296206924599,0.7751131957812543
12,0.4634391853130165,0.45941756978532844,0.7739947943497004,0.7723476940595938
13,0.4621491057121698,0.458195575654072,0.7773669441205976,0.7753029851150937
14,0.4610481394238034,0.45516676446464094,0.778271832551582,0.7760485860694629
15,0.4602137110367633,0.45682417356738125,0.7788547569340889,0.776102811593417
16,0.45912459695497254,0.4552956557750922,0.7760892552124284,0.7738117832063552
17,0.4578299607484753,0.45273575154004486,0.7802476750806605,0.7778244719789605
18,0.45702968854754594,0.45755232325849876,0.7752690941626224,0.7743404820649079
19,0.45594099708374375,0.4527146012028098,0.7802442859854133,0.7784345091234444
20,0.4561149317501418,0.45475319942340636,0.7795495214597511,0.777838028359949
21,0.45568644870366015,0.45095991095903687,0.780159558604235,0.7785836293143182
22,0.45469744398980266,0.4517950014573156,0.7804171298430171,0.778908982458043
23,0.45387311384372325,0.4503352954764333,0.7821523466095491,0.7791936664588022
24,0.4535635436925435,0.4494227321672875,0.7825997071821706,0.7798714855082287
25,0.45331388039573156,0.45074500872405376,0.7818236043705772,0.779342786649676
26,0.4530401877941545,0.4506339016891019,0.7822472412764688,0.7807390938914948
27,0.45237198576338816,0.4486359575531493,0.7828945584686712,0.7807797630344603
28,0.4523138972433853,0.4507247941456431,0.7813762437979557,0.7800206056991026
29,0.45149660058760144,0.4492785626170376,0.781410134750427,0.7798714855082287
30,0.4515076569769034,0.4475631077451897,0.7821286229428192,0.7799934929371255
31,0.4508448512616936,0.4479876432569956,0.7828776129924355,0.781078003416208
32,0.4502299038090675,0.4477513299502116,0.7826776563728547,0.7822031830382561
33,0.4502325570763048,0.44640507523978545,0.782942005802131,0.7807255375105062
34,0.4495700052476636,0.4471294940046422,0.7833385299460456,0.7808339885584145
35,0.44934550734522727,0.44635348594347385,0.7842739202342542,0.7819998373234281
36,0.4491222819057213,0.4476230557125897,0.7834435918987067,0.7811728980831277
37,0.4487957604451859,0.4470717134675581,0.7836503267087819,0.7818507171325543
38,0.4487834905035063,0.4495083159351641,0.7833622536127756,0.7803595152238159
39,0.44823304714477297,0.445199165427497,0.7851008594745547,0.7824471978960497
40,0.44811615616691586,0.4471710519554319,0.7846568879971803,0.7812542363690589
41,0.44791945172142245,0.44403494860123155,0.7851042485698018,0.7822709649431988
42,0.4476812081536977,0.44486016617664736,0.7849009028549738,0.7826505436108776
43,0.44650762276057615,0.4457944195696464,0.7845179350920478,0.7813762437979557
44,0.44670978173808684,0.44478541612301914,0.785568554618659,0.7824200851340726
45,0.446804579346059,0.4441863570251327,0.785849849524171,0.7829894531355909
46,0.4464015903178263,0.4472820417833759,0.7845145459968007,0.7819998373234281
47,0.446091813744577,0.44523383160072877,0.7856600601903316,0.783423257327224
48,0.4443378645094551,0.4435251854335661,0.786486999430632,0.7840197380907193
49,0.4443418054829818,0.44488215017896626,0.7842908657104899,0.7814982512268525
50,0.44375722611367086,0.4432484396053518,0.7868767453840523,0.7832334679933844
51,0.4437995981745731,0.44284026223544076,0.7872461567659897,0.7843993167583981
52,0.44345378056073614,0.4421889915679756,0.7867140688121899,0.7835994902800748
53,0.44378221065223733,0.4428175937065097,0.7870529783369031,0.784087519995662
54,0.4429521797540968,0.4418536490458417,0.7877477428625654,0.7844535422823523
55,0.4427282388713921,0.44193150820818866,0.7872122658135184,0.7838706178998455
56,0.4430607535771013,0.4419912413981545,0.7873410514329094,0.7840061817097308
57,0.44320283171263286,0.4427479348136007,0.7872766586232139,0.7843993167583981
58,0.44316837369912465,0.442205423784596,0.7874190006235935,0.7841959710435702
59,0.44271935689211106,0.4434068878803078,0.7859108532386194,0.7829352276116368
60,0.44248879152029114,0.44172357995905126,0.7881374888159857,0.7840332944717079
61,0.4421589771087738,0.44231418144339946,0.7873342732424152,0.7845348805682835
62,0.4419689392819211,0.44197786879721135,0.7874088333378522,0.7847924518070656
63,0.4420888044423467,0.4412595880066169,0.7877409646720711,0.784778895426077
64,0.44213915305770735,0.4421550826660753,0.7875003389095248,0.7843993167583981
