Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy
1,0.9956440943835961,0.9110261371186098,0.5055905791048626,0.5981829764353843
2,0.9550042160260672,0.9434380259985609,0.519134972064201,0.5117501636431644
3,0.9458298123322588,0.9518146042135334,0.5214288435780878,0.4780016831868337
4,0.9403101273157822,0.9100436580856649,0.5272954102053836,0.5383217224611931
5,0.9369966107615384,0.895589394080699,0.5203239165413732,0.5805212034785862
6,0.9341799565303472,0.9099884472072559,0.5296693913717997,0.5447680942584627
7,0.9318243564642321,0.9345765431417312,0.5299966686107912,0.5000350663923695
8,0.9299565217659587,0.9075980058268385,0.5347563543074081,0.5308087478960165
9,0.9281789834024591,0.8849086699495589,0.5287002599655919,0.5742735412380774
10,0.9263959276668456,0.9097212078260533,0.5354714794982791,0.5371177763231719
11,0.9247676828054356,0.9134018248947219,0.5348198558612423,0.5181497802506079
12,0.923087658127014,0.9055732972425279,0.5379275242111886,0.5324364129418365
13,0.9215607770496931,0.8911250700499379,0.5386563266598084,0.543917734243501
14,0.9199038093112141,0.884347111895215,0.5402467963466091,0.557622849261268
15,0.918535922449874,0.8998691343204405,0.5419222604208492,0.5286550869646531
16,0.9167972328197733,0.9220520385920901,0.5401705944820081,0.5122031045446045
17,0.915228935472118,0.8957208625976452,0.5420795488849616,0.5523512016083786
18,0.9140645162716072,0.8798714457036224,0.5453982377830338,0.5601388629137835
19,0.9126972201259967,0.8934838899902613,0.5465647124796185,0.5414397091827193
20,0.9110457796552777,0.8721873103201178,0.5476940631908847,0.5701269403403778
21,0.9100124707433334,0.8750559697869963,0.5482431073948048,0.5646215167383579
22,0.9090846773976217,0.8792204459805522,0.5502546412308751,0.5573978399102301
23,0.9077199878048895,0.87989930462699,0.5517024766582942,0.5562318823639424
24,0.906824827719279,0.8684249741241422,0.5500924680318524,0.5638383673087712
25,0.9058538359955293,0.8646268155700986,0.5529109600751076,0.5698317982046007
26,0.9046178774278034,0.86301904603524,0.5532763382463997,0.5697996540115953
27,0.9040392586747681,0.8691767686680141,0.554392011699917,0.5656676641107163
28,0.9029128020992109,0.8754822249298388,0.5550778284813261,0.5515300635870581
29,0.902139966248105,0.8616529301056934,0.5553210882798602,0.5710269777445296
30,0.9016904207860194,0.8721437097844262,0.5530037700384038,0.560311272676267
31,0.9004971440402708,0.8720690813915337,0.5562570034886777,0.5510946558818028
32,0.9003422094209651,0.8688965888921404,0.5574283629201727,0.5612872872638863
33,0.8997214173277029,0.8668815119591565,0.5575768588614465,0.5634906255844399
34,0.8993673086779433,0.8723214846449253,0.5565950271444718,0.5586923742285393
35,0.8986568146540782,0.8624973983904659,0.559409611399799,0.5702525949130354
36,0.8950774904162134,0.8710340716157959,0.5589338382195337,0.5552032681877689
37,0.8946176852859682,0.8615472070386483,0.5593617409976778,0.5742910744342622
38,0.8943758406215525,0.8593113726046412,0.5597554506314497,0.5760969936412942
39,0.8938998227180834,0.8724253298814038,0.5596558020392791,0.5570910089769965
40,0.8934786124493691,0.8457659110858861,0.5600846817644053,0.5858746727136712
41,0.893386098842563,0.8601835446980193,0.5607255589846395,0.5725348326164205
42,0.8931320611991935,0.8602665474933399,0.5600758892415667,0.5721578688984478
43,0.8931386946701544,0.8671649124703943,0.5612873034993264,0.5610126005236581
44,0.8927582703141815,0.8613235833980624,0.5611534617627836,0.5659949504394988
45,0.8925558980336432,0.8638880738526253,0.5615637794952506,0.5655595427342435
46,0.8920496612117915,0.8591907746506022,0.5616839439740444,0.5711058771273612
47,0.8901221707263984,0.8496010385541486,0.5635899675360518,0.5816228726388629
48,0.8898891062161226,0.8607912408161859,0.5615110243582191,0.5726750981858987
49,0.8896338339378785,0.8555169293138943,0.5627947326926515,0.5799279970076678
50,0.8896490087856415,0.863687101024901,0.5636827774993479,0.5651241350289882
51,0.8892498641080683,0.8564039136241123,0.5656542565091535,0.5711438657190948
52,0.8892028550774606,0.8529595804366081,0.5648170129455244,0.5717955161772956
53,0.8881784474872981,0.8534856379110166,0.5657011499642925,0.5745745277725828
54,0.8878899964800709,0.8569104399706953,0.5665344857399933,0.5686775294557695
55,0.8879307379363867,0.8607713707322291,0.5652273306779915,0.5644958621657004
56,0.8878070280964315,0.855000950564664,0.5666409729610383,0.5710065223489807
57,0.8874760533654587,0.8540504089756416,0.5652331923598838,0.5729293295305778
58,0.8876778847531068,0.852051380005243,0.5668988869643034,0.5738293669347297
59,0.8866792639878381,0.8533484628875166,0.5667074053558188,0.5742034084533383
60,0.886910794610477,0.8531779499283144,0.5649098229088205,0.5745248503833925
61,0.8865857560512909,0.8506124173232679,0.5663996670564685,0.5760823826444735
62,0.8867998398740496,0.8532528227035946,0.5657412047905572,0.574782003927436
63,0.8865540987123818,0.8528965131710774,0.5668979100173213,0.5731777164765289
64,0.886433888677827,0.8522530571643451,0.5669819274577788,0.5753635216008977
65,0.8861300441250329,0.8565648514265343,0.5666927511510877,0.5694489900878997
66,0.8863521403989608,0.8550805108935583,0.5664533991404821,0.5732157050682626
67,0.8861870754467914,0.8529171044411382,0.566879348024662,0.5741157424724145
68,0.8861150676528352,0.8585828402364769,0.567198809687797,0.5676985926687862
69,0.8860902501976113,0.8507940714350811,0.5670835299439134,0.5769794978492613
70,0.8860896220860883,0.8557382221085481,0.5668011922660969,0.5700246633626332
71,0.886071468248203,0.8490001808288322,0.5669301492677294,0.5780256452216196
72,0.8860057169214637,0.8508090911367262,0.56693991873755,0.5754804095754629
73,0.8859305799845412,0.8532571620822554,0.5675895884806228,0.5731952496727136
74,0.8859586439623579,0.8507821185022107,0.5668842327595723,0.5757463297175986
75,0.8857302487326315,0.8511939029370778,0.5673433978411425,0.5757580185150551
76,0.8856688641782404,0.8532654049910628,0.5668666477138952,0.5736481905741537
77,0.8856996125520378,0.8534990659445854,0.5671138153003574,0.5733764260332896
78,0.8855896512986791,0.8527866245341653,0.5673912682432637,0.5740222320927623
79,0.8857043298988431,0.8530562145366208,0.5672828271282546,0.573294604451094
80,0.8857372252380047,0.8504648728974404,0.5674362078044387,0.5761992706190388
81,0.8859505928901655,0.8528486765811036,0.5674606314789903,0.5738235225360016
82,0.8857911746648549,0.8517982255683473,0.5673756370915507,0.5750976014587619
83,0.8857985644010781,0.8519714693499655,0.5672808732342904,0.5749748690854685
84,0.8856179102055678,0.8510531089184149,0.5673697754096583,0.5758193847017019
85,0.885307945348388,0.851320726761801,0.5672994352269497,0.5754657985786422
86,0.8855666734572317,0.852274770990407,0.5672916196510932,0.5742326304469796
87,0.8856941571158881,0.8523178496538244,0.5672564495597389,0.5739579437067515
